loss,mae,val_loss,val_mae,learning_rate
0.04283107817173004,0.41294386982917786,0.022523775696754456,0.22575382888317108,9.999999747378752e-05
0.023027267307043076,0.1724037230014801,0.018458757549524307,0.13529404997825623,9.999999747378752e-05
0.01685640960931778,0.14260515570640564,0.010829737409949303,0.13622550666332245,9.999999747378752e-05
0.013650428503751755,0.14485444128513336,0.012041380628943443,0.13378570973873138,9.999999747378752e-05
0.010461535304784775,0.13974952697753906,0.008930630050599575,0.12893667817115784,9.999999747378752e-05
0.011368945240974426,0.13522829115390778,0.008387068286538124,0.12460601329803467,9.999999747378752e-05
0.011147450655698776,0.13058246672153473,0.009159529581665993,0.11973073333501816,9.999999747378752e-05
0.0116657055914402,0.12216170132160187,0.007861515507102013,0.11490825563669205,9.999999747378752e-05
0.01019300613552332,0.1184750497341156,0.0076622189953923225,0.11251962184906006,9.999999747378752e-05
0.009410640224814415,0.11470822989940643,0.0076800184324383736,0.10941855609416962,9.999999747378752e-05
0.009259859099984169,0.11201012879610062,0.007341130170971155,0.1035023182630539,9.999999747378752e-05
0.009173139929771423,0.10888170450925827,0.007689659483730793,0.10138305276632309,9.999999747378752e-05
0.009303957223892212,0.10245908796787262,0.0071869343519210815,0.1001608595252037,9.999999747378752e-05
0.009311432018876076,0.10470668971538544,0.007488388568162918,0.09861011803150177,9.999999747378752e-05
0.008899101987481117,0.1032986119389534,0.007189428899437189,0.09437276422977448,9.999999747378752e-05
0.009850314818322659,0.10195182263851166,0.01202510017901659,0.11576678603887558,9.999999747378752e-05
0.010719706304371357,0.10792514681816101,0.007190374191850424,0.09534646570682526,9.999999747378752e-05
0.008425080217421055,0.09420512616634369,0.006885533221065998,0.087519571185112,9.999999747378752e-05
0.009242423810064793,0.09290163964033127,0.007040197961032391,0.08475016057491302,9.999999747378752e-05
0.009753724560141563,0.09161703288555145,0.006922801025211811,0.08622156083583832,9.999999747378752e-05
0.008303234353661537,0.08989321440458298,0.0075216167606413364,0.08858850598335266,9.999999747378752e-05
0.010620860382914543,0.09672272205352783,0.009413008578121662,0.08874339610338211,9.999999747378752e-05
0.010580207221210003,0.09440570324659348,0.009338535368442535,0.09050393104553223,9.999999747378752e-05
0.008835287764668465,0.09018190950155258,0.006910963449627161,0.08358676731586456,9.999999747378752e-05
0.009182793088257313,0.08929304033517838,0.008128676563501358,0.08956929296255112,9.999999747378752e-05
0.008897650986909866,0.08752218633890152,0.007032564841210842,0.08175352215766907,4.999999873689376e-05
0.008852961473166943,0.08474789559841156,0.006926119327545166,0.07913859933614731,4.999999873689376e-05
0.008217338472604752,0.08035732060670853,0.006943402346223593,0.07982262223958969,4.999999873689376e-05
0.008673325181007385,0.08200845122337341,0.007885943166911602,0.07882639020681381,4.999999873689376e-05
0.00853555928915739,0.07787077128887177,0.006794150918722153,0.07710094749927521,4.999999873689376e-05
0.009110231883823872,0.08568833768367767,0.006952141411602497,0.07884756475687027,4.999999873689376e-05
0.008367327973246574,0.07881836593151093,0.0070545123890042305,0.07563216984272003,4.999999873689376e-05
0.008594425395131111,0.0772661343216896,0.006757883820682764,0.0739889070391655,2.499999936844688e-05
0.008502451702952385,0.07852941006422043,0.00710659846663475,0.0750465840101242,2.499999936844688e-05
0.008635783568024635,0.07806704938411713,0.006912573240697384,0.07469449937343597,2.499999936844688e-05
0.008869602344930172,0.07869044691324234,0.00673936540260911,0.07437017560005188,2.499999936844688e-05
0.008732905611395836,0.07606872916221619,0.006848861463367939,0.0728122740983963,2.499999936844688e-05
0.008439366705715656,0.07771573960781097,0.006961558945477009,0.07757100462913513,2.499999936844688e-05
0.008472030982375145,0.07900356501340866,0.006795221474021673,0.07342405617237091,2.499999936844688e-05
0.008320611901581287,0.07665368914604187,0.006810125894844532,0.07390393316745758,2.499999936844688e-05
0.008507076650857925,0.07522657513618469,0.00676423404365778,0.07288514077663422,1.249999968422344e-05
0.008766185492277145,0.07734521478414536,0.006911435630172491,0.07334447652101517,1.249999968422344e-05
0.00813288614153862,0.0755683109164238,0.0069207847118377686,0.07283831387758255,1.249999968422344e-05
0.008922542445361614,0.07771332561969757,0.006789267063140869,0.07397955656051636,1.249999968422344e-05
0.008180530741810799,0.07462602108716965,0.006893529556691647,0.07267670333385468,1.249999968422344e-05
0.008752524852752686,0.07879605889320374,0.007408176548779011,0.07472812384366989,1.249999968422344e-05
0.00852367002516985,0.07500769942998886,0.0069202398881316185,0.07391300052404404,1.249999968422344e-05
0.008347023278474808,0.07534987479448318,0.00686589116230607,0.07306670397520065,6.24999984211172e-06
0.008568871766328812,0.07598212361335754,0.006836399435997009,0.07278870046138763,6.24999984211172e-06
0.0083193089812994,0.07457825541496277,0.006868460215628147,0.07285861670970917,6.24999984211172e-06
0.008734343573451042,0.07527364790439606,0.0069318609312176704,0.07284234464168549,6.24999984211172e-06
